Orderdetail_id,Order ID,product_id,Quantity
3220,17-253-1197,4,2
3221,17-253-1197,4,2
3222,17-253-1197,4,2
3223,17-253-1197,4,2
3224,17-253-1197,4,2
3225,17-253-1197,4,2
3226,17-253-1197,4,2
3227,17-253-1197,4,2
3228,17-253-1197,4,2
3229,17-253-1197,4,2
3230,17-253-1197,4,2
3231,17-253-1197,4,2
3232,17-253-1197,4,2
3233,17-253-1197,4,2
3234,17-253-1197,4,2
3235,17-264-8555,33,3
3236,17-264-8555,33,3
3237,17-264-8555,33,3
3238,17-264-8555,33,3
3239,17-264-8555,33,3
3240,17-264-8555,33,3
3241,17-264-8555,33,3
3242,17-264-8555,33,3
3243,17-264-8555,33,3
3244,17-264-8555,33,3
3245,17-264-8555,33,3
3246,17-264-8555,33,3
3247,17-264-8555,33,3
3248,17-264-8555,33,3
3249,17-264-8555,33,3
3250,17-264-8555,33,3
3251,17-264-8555,33,3
3252,17-264-8555,33,3
3253,17-264-8555,33,3
3254,17-264-8555,33,3
3255,17-264-8555,33,3
3256,17-396-0834,18,2
3257,17-396-0834,18,2
3258,17-396-0834,18,2
3259,17-396-0834,18,2
3260,17-396-0834,18,2
3261,17-396-0834,18,2
3262,17-396-0834,18,2
3263,17-396-0834,18,2
3264,17-396-0834,18,2
3265,17-396-0834,18,2
3266,17-396-0834,18,2
3267,17-396-0834,18,2
3268,17-396-0834,18,2
3269,17-396-0834,18,2
3270,17-396-0834,18,2
3271,17-396-0834,18,2
3272,17-396-0834,18,2
3273,17-396-0834,18,2
3274,17-396-0834,18,2
3275,17-396-0834,18,2
3276,17-396-0834,18,2
3277,17-529-1692,29,1
3278,17-529-1692,29,1
3279,17-529-1692,29,1
3280,17-529-1692,29,1
3281,17-529-1692,29,1
3282,17-529-1692,29,1
3283,17-529-1692,29,1
3284,17-529-1692,29,1
3285,17-529-1692,29,1
3286,17-529-1692,29,1
3287,17-529-1692,29,1
3288,17-529-1692,29,1
3289,17-529-1692,29,1
3290,17-529-1692,29,1
3291,17-529-1692,29,1
3292,17-529-1692,29,1
3293,17-529-1692,29,1
3294,17-529-1692,29,1
3295,17-529-1692,29,1
3296,17-529-1692,29,1
3297,17-529-1692,29,1
3298,17-586-7905,8,2
3299,17-586-7905,8,2
3300,17-586-7905,8,2
3301,17-586-7905,8,2
3302,17-586-7905,8,2
3303,17-586-7905,8,2
3304,17-586-7905,8,2
3305,17-586-7905,8,2
3306,17-586-7905,8,2
3307,17-586-7905,8,2
3308,17-586-7905,8,2
3309,17-586-7905,8,2
3310,17-586-7905,8,2
3311,17-586-7905,8,2
3312,17-586-7905,8,2
3313,17-586-7905,8,2
3314,17-586-7905,8,2
3315,17-586-7905,8,2
3316,17-586-7905,8,2
3317,17-586-7905,8,2
3318,17-586-7905,8,2
3319,17-708-5350,60,3
3320,17-708-5350,60,3
3321,17-708-5350,60,3
3322,17-708-5350,60,3
3323,17-708-5350,60,3
3324,17-708-5350,60,3
3325,17-708-5350,60,3
3326,17-708-5350,60,3
3327,17-708-5350,60,3
3328,17-708-5350,60,3
3329,17-708-5350,60,3
3330,17-708-5350,60,3
3331,17-708-5350,60,3
3332,17-708-5350,60,3
3333,17-708-5350,60,3
3334,17-708-5350,60,3
3335,17-708-5350,60,3
3336,17-708-5350,60,3
3337,17-708-5350,60,3
3338,17-708-5350,60,3
3339,17-708-5350,60,3
3340,17-851-5705,10,2
3341,17-851-5705,10,2
3342,17-851-5705,10,2
3343,17-851-5705,10,2
3344,17-851-5705,10,2
3345,17-851-5705,10,2
3346,17-851-5705,10,2
3347,17-851-5705,10,2
3348,17-851-5705,10,2
3349,17-851-5705,10,2
3350,17-851-5705,10,2
3351,17-851-5705,10,2
3352,17-851-5705,10,2
3353,17-851-5705,10,2
3354,17-851-5705,10,2
3355,17-851-5705,10,2
3356,17-851-5705,10,2
3357,17-851-5705,10,2
3358,17-851-5705,10,2
3359,17-851-5705,10,2
3360,17-851-5705,10,2
3361,18-136-6969,66,3
3362,18-136-6969,66,3
3363,18-136-6969,66,3
3364,18-136-6969,66,3
3365,18-136-6969,66,3
3366,18-136-6969,66,3
3367,18-136-6969,66,3
3368,18-136-6969,66,3
3369,18-136-6969,66,3
3370,18-136-6969,66,3
3371,18-136-6969,66,3
3372,18-136-6969,66,3
3373,18-136-6969,66,3
3374,18-136-6969,66,3
3375,18-136-6969,66,3
3376,18-136-6969,66,3
3377,18-136-6969,66,3
3378,18-136-6969,66,3
3379,18-136-6969,66,3
3380,18-136-6969,66,3
3381,18-136-6969,66,3
3382,18-237-6374,1,2
3383,18-237-6374,1,2
3384,18-237-6374,1,2
3385,18-237-6374,1,2
3386,18-237-6374,1,2
3387,18-237-6374,1,2
3388,18-237-6374,1,2
3389,18-237-6374,1,2
3390,18-237-6374,1,2
3391,18-237-6374,1,2
3392,18-237-6374,1,2
3393,18-237-6374,1,2
3394,18-237-6374,1,2
3395,18-237-6374,1,2
3396,18-237-6374,1,2
3397,18-237-6374,1,2
3398,18-237-6374,1,2
3399,18-237-6374,1,2
3400,18-237-6374,1,2
3401,18-237-6374,1,2
3402,18-237-6374,1,2
3403,18-252-1922,32,1
3404,18-252-1922,32,1
3405,18-252-1922,32,1
3406,18-252-1922,32,1
3407,18-252-1922,32,1
3408,18-252-1922,32,1
3409,18-252-1922,32,1
3410,18-252-1922,32,1
3411,18-252-1922,32,1
3412,18-252-1922,32,1
3413,18-252-1922,32,1
3414,18-252-1922,32,1
3415,18-252-1922,32,1
3416,18-252-1922,32,1
3417,18-252-1922,32,1
3418,18-252-1922,32,1
3419,18-252-1922,32,1
3420,18-252-1922,32,1
3421,18-252-1922,32,1
3422,18-252-1922,32,1
3423,18-252-1922,32,1
3424,18-359-3465,41,1
3425,18-359-3465,41,1
3426,18-359-3465,41,1
3427,18-359-3465,41,1
3428,18-359-3465,41,1
3429,18-359-3465,41,1
3430,18-359-3465,41,1
3431,18-359-3465,41,1
3432,18-359-3465,41,1
3433,18-359-3465,41,1
3434,18-359-3465,41,1
3435,18-359-3465,41,1
3436,18-359-3465,41,1
3437,18-359-3465,41,1
3438,18-359-3465,41,1
3439,18-359-3465,41,1
3440,18-359-3465,41,1
3441,18-359-3465,41,1
3442,18-359-3465,41,1
3443,18-359-3465,41,1
3444,18-359-3465,41,1
3445,18-752-8277,6,2
3446,18-752-8277,6,2
3447,18-752-8277,6,2
3448,18-752-8277,6,2
3449,18-752-8277,6,2
3450,18-752-8277,6,2
3451,18-752-8277,6,2
3452,18-752-8277,6,2
3453,18-752-8277,6,2
3454,18-752-8277,6,2
3455,18-752-8277,6,2
3456,18-752-8277,6,2
3457,18-752-8277,6,2
3458,18-752-8277,6,2
3459,18-752-8277,6,2
3460,18-752-8277,6,2
3461,18-752-8277,6,2
3462,18-752-8277,6,2
3463,18-752-8277,6,2
3464,18-752-8277,6,2
3465,18-752-8277,6,2
3466,18-944-2420,18,2
3467,18-944-2420,18,2
3468,18-944-2420,18,2
3469,18-944-2420,18,2
3470,18-944-2420,18,2
3471,18-944-2420,18,2
3472,18-944-2420,18,2
3473,18-944-2420,18,2
3474,18-944-2420,18,2
3475,18-944-2420,18,2
3476,18-944-2420,18,2
3477,18-944-2420,18,2
3478,18-944-2420,18,2
3479,18-944-2420,18,2
3480,18-944-2420,18,2
3481,18-944-2420,18,2
3482,18-944-2420,18,2
3483,18-944-2420,18,2
3484,18-944-2420,18,2
3485,18-944-2420,18,2
3486,18-944-2420,18,2
3487,19-156-3010,64,3
3488,19-156-3010,64,3
3489,19-156-3010,64,3
3490,19-156-3010,64,3
3491,19-156-3010,64,3
3492,19-156-3010,64,3
3493,19-156-3010,64,3
3494,19-156-3010,64,3
3495,19-156-3010,64,3
3496,19-156-3010,64,3
3497,19-156-3010,64,3
3498,19-156-3010,64,3
3499,19-156-3010,64,3
3500,19-156-3010,64,3
3501,19-156-3010,64,3
3502,19-156-3010,64,3
3503,19-156-3010,64,3
3504,19-156-3010,64,3
3505,19-156-3010,64,3
3506,19-156-3010,64,3
3507,19-156-3010,64,3
3508,19-189-3064,66,3
3509,19-189-3064,66,3
3510,19-189-3064,66,3
3511,19-189-3064,66,3
3512,19-189-3064,66,3
3513,19-189-3064,66,3
3514,19-189-3064,66,3
3515,19-189-3064,66,3
3516,19-189-3064,66,3
3517,19-189-3064,66,3
3518,19-189-3064,66,3
3519,19-189-3064,66,3
3520,19-189-3064,66,3
3521,19-189-3064,66,3
3522,19-189-3064,66,3
3523,19-189-3064,66,3
3524,19-189-3064,66,3
3525,19-189-3064,66,3
3526,19-189-3064,66,3
3527,19-189-3064,66,3
3528,19-189-3064,66,3
3529,19-281-5590,66,3
3530,19-281-5590,66,3
3531,19-281-5590,66,3
3532,19-281-5590,66,3
3533,19-281-5590,66,3
3534,19-281-5590,66,3
3535,19-281-5590,66,3
3536,19-281-5590,66,3
3537,19-281-5590,66,3
3538,19-281-5590,66,3
3539,19-281-5590,66,3
3540,19-281-5590,66,3
3541,19-281-5590,66,3
3542,19-281-5590,66,3
3543,19-281-5590,66,3
3544,19-281-5590,66,3
3545,19-281-5590,66,3
3546,19-281-5590,66,3
3547,19-281-5590,66,3
3548,19-281-5590,66,3
3549,19-281-5590,66,3
3550,19-329-8137,18,2
3551,19-329-8137,18,2
3552,19-329-8137,18,2
3553,19-329-8137,18,2
3554,19-329-8137,18,2
3555,19-329-8137,18,2
3556,19-329-8137,18,2
3557,19-329-8137,18,2
3558,19-329-8137,18,2
3559,19-329-8137,18,2
3560,19-329-8137,18,2
3561,19-329-8137,18,2
3562,19-329-8137,18,2
3563,19-329-8137,18,2
3564,19-329-8137,18,2
3565,19-329-8137,18,2
3566,19-329-8137,18,2
3567,19-329-8137,18,2
3568,19-329-8137,18,2
3569,19-329-8137,18,2
3570,19-329-8137,18,2
3571,19-522-8580,37,1
3572,19-522-8580,37,1
3573,19-522-8580,37,1
3574,19-522-8580,37,1
3575,19-522-8580,37,1
3576,19-522-8580,37,1
3577,19-522-8580,37,1
3578,19-522-8580,37,1
3579,19-522-8580,37,1
3580,19-522-8580,37,1
3581,19-522-8580,37,1
3582,19-522-8580,37,1
3583,19-522-8580,37,1
3584,19-522-8580,37,1
3585,19-522-8580,37,1
3586,19-522-8580,37,1
3587,19-522-8580,37,1
3588,19-522-8580,37,1
3589,19-522-8580,37,1
3590,19-522-8580,37,1
3591,19-522-8580,37,1
3592,19-530-8425,15,2
3593,19-530-8425,15,2
3594,19-530-8425,15,2
3595,19-530-8425,15,2
3596,19-530-8425,15,2
3597,19-530-8425,15,2
3598,19-530-8425,15,2
3599,19-530-8425,15,2
3600,19-530-8425,15,2
3601,19-530-8425,15,2
3602,19-530-8425,15,2
3603,19-530-8425,15,2
3604,19-530-8425,15,2
3605,19-530-8425,15,2
3606,19-530-8425,15,2
3607,19-530-8425,15,2
3608,19-530-8425,15,2
3609,19-530-8425,15,2
3610,19-530-8425,15,2
3611,19-530-8425,15,2
3612,19-530-8425,15,2
3613,19-560-5489,3,2
3614,19-560-5489,3,2
3615,19-560-5489,3,2
3616,19-560-5489,3,2
3617,19-560-5489,3,2
3618,19-560-5489,3,2
3619,19-560-5489,3,2
3620,19-560-5489,3,2
3621,19-560-5489,3,2
3622,19-560-5489,3,2
3623,19-560-5489,3,2
3624,19-560-5489,3,2
3625,19-560-5489,3,2
3626,19-560-5489,3,2
3627,19-560-5489,3,2
3628,19-560-5489,3,2
3629,19-560-5489,3,2
3630,19-560-5489,3,2
3631,19-560-5489,3,2
3632,19-560-5489,3,2
3633,19-560-5489,3,2
3634,19-768-2646,65,3
3635,19-768-2646,65,3
3636,19-768-2646,65,3
3637,19-768-2646,65,3
3638,19-768-2646,65,3
3639,19-768-2646,65,3
3640,19-768-2646,65,3
3641,19-768-2646,65,3
3642,19-768-2646,65,3
3643,19-768-2646,65,3
3644,19-768-2646,65,3
3645,19-768-2646,65,3
3646,19-768-2646,65,3
3647,19-768-2646,65,3
3648,19-768-2646,65,3
3649,19-768-2646,65,3
3650,19-768-2646,65,3
3651,19-768-2646,65,3
3652,19-768-2646,65,3
3653,19-768-2646,65,3
3654,19-768-2646,65,3
3655,19-798-0585,67,3
3656,19-798-0585,67,3
3657,19-798-0585,67,3
3658,19-798-0585,67,3
3659,19-798-0585,67,3
3660,19-798-0585,67,3
3661,19-798-0585,67,3
3662,19-798-0585,67,3
3663,19-798-0585,67,3
3664,19-798-0585,67,3
3665,19-798-0585,67,3
3666,19-798-0585,67,3
3667,19-798-0585,67,3
3668,19-798-0585,67,3
3669,19-798-0585,67,3
3670,19-798-0585,67,3
3671,19-798-0585,67,3
3672,19-798-0585,67,3
3673,19-798-0585,67,3
3674,19-798-0585,67,3
3675,19-798-0585,67,3
3676,19-953-6477,34,1
3677,19-953-6477,34,1
3678,19-953-6477,34,1
3679,19-953-6477,34,1
3680,19-953-6477,34,1
3681,19-953-6477,34,1
3682,19-953-6477,34,1
3683,19-953-6477,34,1
3684,19-953-6477,34,1
3685,19-953-6477,34,1
3686,19-953-6477,34,1
3687,19-953-6477,34,1
3688,19-953-6477,34,1
3689,19-953-6477,34,1
3690,19-953-6477,34,1
3691,19-953-6477,34,1
3692,19-953-6477,34,1
3693,19-953-6477,34,1
3694,19-953-6477,34,1
3695,19-953-6477,34,1
3696,19-953-6477,34,1
3697,20-140-3398,10,2
3698,20-140-3398,10,2
3699,20-140-3398,10,2
3700,20-140-3398,10,2
3701,20-140-3398,10,2
3702,20-140-3398,10,2
3703,20-140-3398,10,2
3704,20-140-3398,10,2
3705,20-140-3398,10,2
3706,20-140-3398,10,2
3707,20-140-3398,10,2
3708,20-140-3398,10,2
3709,20-140-3398,10,2
3710,20-140-3398,10,2
3711,20-140-3398,10,2
3712,20-140-3398,10,2
3713,20-140-3398,10,2
3714,20-140-3398,10,2
3715,20-140-3398,10,2
3716,20-140-3398,10,2
3717,20-140-3398,10,2
3718,20-205-9814,4,2
3719,20-205-9814,4,2
3720,20-205-9814,4,2
3721,20-205-9814,4,2
3722,20-205-9814,4,2
3723,20-205-9814,4,2
3724,20-205-9814,4,2
3725,20-205-9814,4,2
3726,20-205-9814,4,2
3727,20-205-9814,4,2
3728,20-205-9814,4,2
3729,20-205-9814,4,2
3730,20-205-9814,4,2
3731,20-205-9814,4,2
3732,20-205-9814,4,2
3733,20-205-9814,4,2
3734,20-205-9814,4,2
3735,20-205-9814,4,2
3736,20-205-9814,4,2
3737,20-205-9814,4,2
3738,20-205-9814,4,2
3739,20-343-7160,13,2
3740,20-343-7160,13,2
3741,20-343-7160,13,2
3742,20-343-7160,13,2
3743,20-343-7160,13,2
3744,20-343-7160,13,2
3745,20-343-7160,13,2
3746,20-343-7160,13,2
3747,20-343-7160,13,2
3748,20-343-7160,13,2
3749,20-343-7160,13,2
3750,20-343-7160,13,2
3751,20-343-7160,13,2
3752,20-343-7160,13,2
3753,20-343-7160,13,2
3754,20-343-7160,13,2
3755,20-343-7160,13,2
3756,20-343-7160,13,2
3757,20-343-7160,13,2
3758,20-343-7160,13,2
3759,20-343-7160,13,2
3760,20-698-8725,39,1
3761,20-698-8725,39,1
3762,20-698-8725,39,1
3763,20-698-8725,39,1
3764,20-698-8725,39,1
3765,20-698-8725,39,1
3766,20-698-8725,39,1
3767,20-698-8725,39,1
3768,20-698-8725,39,1
3769,20-698-8725,39,1
3770,20-698-8725,39,1
3771,20-698-8725,39,1
3772,20-698-8725,39,1
3773,20-698-8725,39,1
3774,20-698-8725,39,1
3775,20-698-8725,39,1
3776,20-698-8725,39,1
3777,20-698-8725,39,1
3778,20-698-8725,39,1
3779,20-698-8725,39,1
3780,20-698-8725,39,1
3781,21-039-2999,62,3
3782,21-039-2999,62,3
3783,21-039-2999,62,3
3784,21-039-2999,62,3
3785,21-039-2999,62,3
3786,21-039-2999,62,3
3787,21-039-2999,62,3
3788,21-039-2999,62,3
3789,21-039-2999,62,3
3790,21-039-2999,62,3
3791,21-039-2999,62,3
3792,21-039-2999,62,3
3793,21-039-2999,62,3
3794,21-039-2999,62,3
3795,21-039-2999,62,3
3796,21-039-2999,62,3
3797,21-039-2999,62,3
3798,21-039-2999,62,3
3799,21-039-2999,62,3
3800,21-039-2999,62,3
3801,21-039-2999,62,3
3802,21-104-5976,60,3
3803,21-104-5976,60,3
3804,21-104-5976,60,3
3805,21-104-5976,60,3
3806,21-104-5976,60,3
3807,21-104-5976,60,3
3808,21-104-5976,60,3
3809,21-104-5976,60,3
3810,21-104-5976,60,3
3811,21-104-5976,60,3
3812,21-104-5976,60,3
3813,21-104-5976,60,3
3814,21-104-5976,60,3
3815,21-104-5976,60,3
3816,21-104-5976,60,3
3817,21-104-5976,60,3
3818,21-104-5976,60,3
3819,21-104-5976,60,3
3820,21-104-5976,60,3
3821,21-104-5976,60,3
3822,21-104-5976,60,3
3823,21-106-4079,22,2
3824,21-106-4079,22,2
3825,21-106-4079,22,2
3826,21-106-4079,22,2
3827,21-106-4079,22,2
3828,21-106-4079,22,2
3829,21-106-4079,22,2
3830,21-106-4079,22,2
3831,21-106-4079,22,2
3832,21-106-4079,22,2
3833,21-106-4079,22,2
3834,21-106-4079,22,2
3835,21-106-4079,22,2
3836,21-106-4079,22,2
3837,21-106-4079,22,2
3838,21-106-4079,22,2
3839,21-106-4079,22,2
3840,21-106-4079,22,2
3841,21-106-4079,22,2
3842,21-106-4079,22,2
3843,21-106-4079,22,2
3844,21-164-7722,54,2
3845,21-164-7722,54,2
3846,21-164-7722,54,2
3847,21-164-7722,54,2
3848,21-164-7722,54,2
3849,21-164-7722,54,2
3850,21-164-7722,54,2
3851,21-164-7722,54,2
3852,21-164-7722,54,2
3853,21-164-7722,54,2
3854,21-164-7722,54,2
3855,21-164-7722,54,2
3856,21-164-7722,54,2
3857,21-164-7722,54,2
3858,21-164-7722,54,2
3859,21-164-7722,54,2
3860,21-164-7722,54,2
3861,21-164-7722,54,2
3862,21-164-7722,54,2
3863,21-164-7722,54,2
3864,21-164-7722,54,2
3865,21-385-2808,24,2
3866,21-385-2808,24,2
3867,21-385-2808,24,2
3868,21-385-2808,24,2
3869,21-385-2808,24,2
3870,21-385-2808,24,2
3871,21-385-2808,24,2
3872,21-385-2808,24,2
3873,21-385-2808,24,2
3874,21-385-2808,24,2
3875,21-385-2808,24,2
3876,21-385-2808,24,2
3877,21-385-2808,24,2
3878,21-385-2808,24,2
3879,21-385-2808,24,2
3880,21-385-2808,24,2
3881,21-385-2808,24,2
3882,21-385-2808,24,2
3883,21-385-2808,24,2
3884,21-385-2808,24,2
3885,21-385-2808,24,2
3886,21-627-1027,8,2
3887,21-627-1027,8,2
3888,21-627-1027,8,2
3889,21-627-1027,8,2
3890,21-627-1027,8,2
3891,21-627-1027,8,2
3892,21-627-1027,8,2
3893,21-627-1027,8,2
3894,21-627-1027,8,2
3895,21-627-1027,8,2
3896,21-627-1027,8,2
3897,21-627-1027,8,2
3898,21-627-1027,8,2
3899,21-627-1027,8,2
3900,21-627-1027,8,2
3901,21-627-1027,8,2
3902,21-627-1027,8,2
3903,21-627-1027,8,2
3904,21-627-1027,8,2
3905,21-627-1027,8,2
3906,21-627-1027,8,2
3907,21-743-3530,72,3
3908,21-743-3530,72,3
3909,21-743-3530,72,3
3910,21-743-3530,72,3
3911,21-743-3530,72,3
3912,21-743-3530,72,3
3913,21-743-3530,72,3
3914,21-743-3530,72,3
3915,21-743-3530,72,3
3916,21-743-3530,72,3
3917,21-743-3530,72,3
3918,21-743-3530,72,3
3919,21-743-3530,72,3
3920,21-743-3530,72,3
3921,21-743-3530,72,3
3922,21-743-3530,72,3
3923,21-743-3530,72,3
3924,21-743-3530,72,3
3925,21-743-3530,72,3
3926,21-743-3530,72,3
3927,21-743-3530,72,3
3928,21-844-2539,30,2
3929,21-844-2539,30,2
3930,21-844-2539,30,2
3931,21-844-2539,30,2
3932,21-844-2539,30,2
3933,21-844-2539,30,2
3934,21-844-2539,30,2
3935,21-844-2539,30,2
3936,21-844-2539,30,2
3937,21-844-2539,30,2
3938,21-844-2539,30,2
3939,21-844-2539,30,2
3940,21-844-2539,30,2
3941,21-844-2539,30,2
3942,21-844-2539,30,2
3943,21-844-2539,30,2
3944,21-844-2539,30,2
3945,21-844-2539,30,2
3946,21-844-2539,30,2
3947,21-844-2539,30,2
3948,21-844-2539,30,2
3949,22-001-6016,52,3
3950,22-001-6016,52,3
3951,22-001-6016,52,3
3952,22-001-6016,52,3
3953,22-001-6016,52,3
3954,22-001-6016,52,3
3955,22-001-6016,52,3
3956,22-001-6016,52,3
3957,22-001-6016,52,3
3958,22-001-6016,52,3
3959,22-001-6016,52,3
3960,22-001-6016,52,3
3961,22-001-6016,52,3
3962,22-001-6016,52,3
3963,22-001-6016,52,3
3964,22-001-6016,52,3
3965,22-001-6016,52,3
3966,22-001-6016,52,3
3967,22-001-6016,52,3
3968,22-001-6016,52,3
3969,22-001-6016,52,3
3970,22-130-4513,59,3
3971,22-130-4513,59,3
3972,22-130-4513,59,3
3973,22-130-4513,59,3
3974,22-130-4513,59,3
3975,22-130-4513,59,3
3976,22-130-4513,59,3
3977,22-130-4513,59,3
3978,22-130-4513,59,3
3979,22-130-4513,59,3
3980,22-130-4513,59,3
3981,22-130-4513,59,3
3982,22-130-4513,59,3
3983,22-130-4513,59,3
3984,22-130-4513,59,3
3985,22-130-4513,59,3
3986,22-130-4513,59,3
3987,22-130-4513,59,3
3988,22-130-4513,59,3
3989,22-130-4513,59,3
3990,22-130-4513,59,3
3991,22-401-7510,59,3
3992,22-401-7510,59,3
3993,22-401-7510,59,3
3994,22-401-7510,59,3
3995,22-401-7510,59,3
3996,22-401-7510,59,3
3997,22-401-7510,59,3
3998,22-401-7510,59,3
3999,22-401-7510,59,3
4000,22-401-7510,59,3
4001,22-401-7510,59,3
4002,22-401-7510,59,3
4003,22-401-7510,59,3
4004,22-401-7510,59,3
4005,22-401-7510,59,3
4006,22-401-7510,59,3
4007,22-401-7510,59,3
4008,22-401-7510,59,3
4009,22-401-7510,59,3
4010,22-401-7510,59,3
4011,22-401-7510,59,3
4012,22-437-6211,10,2
4013,22-437-6211,10,2
4014,22-437-6211,10,2
4015,22-437-6211,10,2
4016,22-437-6211,10,2
4017,22-437-6211,10,2
4018,22-437-6211,10,2
4019,22-437-6211,10,2
4020,22-437-6211,10,2
4021,22-437-6211,10,2
4022,22-437-6211,10,2
4023,22-437-6211,10,2
4024,22-437-6211,10,2
4025,22-437-6211,10,2
4026,22-437-6211,10,2
4027,22-437-6211,10,2
4028,22-437-6211,10,2
4029,22-437-6211,10,2
4030,22-437-6211,10,2
4031,22-437-6211,10,2
4032,22-437-6211,10,2
4033,22-501-9215,54,3
4034,22-501-9215,54,3
4035,22-501-9215,54,3
4036,22-501-9215,54,3
4037,22-501-9215,54,3
4038,22-501-9215,54,3
4039,22-501-9215,54,3
4040,22-501-9215,54,3
4041,22-501-9215,54,3
4042,22-501-9215,54,3
4043,22-501-9215,54,3
4044,22-501-9215,54,3
4045,22-501-9215,54,3
4046,22-501-9215,54,3
4047,22-501-9215,54,3
4048,22-501-9215,54,3
4049,22-501-9215,54,3
4050,22-501-9215,54,3
4051,22-501-9215,54,3
4052,22-501-9215,54,3
4053,22-501-9215,54,3
4054,22-561-9916,38,2
4055,22-561-9916,38,2
4056,22-561-9916,38,2
4057,22-561-9916,38,2
4058,22-561-9916,38,2
4059,22-561-9916,38,2
4060,22-561-9916,38,2
4061,22-561-9916,38,2
4062,22-561-9916,38,2
4063,22-561-9916,38,2
4064,22-561-9916,38,2
4065,22-561-9916,38,2
4066,22-561-9916,38,2
4067,22-561-9916,38,2
4068,22-561-9916,38,2
4069,22-561-9916,38,2
4070,22-561-9916,38,2
4071,22-561-9916,38,2
4072,22-561-9916,38,2
4073,22-561-9916,38,2
4074,22-561-9916,38,2
4075,22-572-6325,21,1
4076,22-572-6325,21,1
4077,22-572-6325,21,1
4078,22-572-6325,21,1
4079,22-572-6325,21,1
4080,22-572-6325,21,1
4081,22-572-6325,21,1
4082,22-572-6325,21,1
4083,22-572-6325,21,1
4084,22-572-6325,21,1
4085,22-572-6325,21,1
4086,22-572-6325,21,1
4087,22-572-6325,21,1
4088,22-572-6325,21,1
4089,22-572-6325,21,1
4090,22-572-6325,21,1
4091,22-572-6325,21,1
4092,22-572-6325,21,1
4093,22-572-6325,21,1
4094,22-572-6325,21,1
4095,22-572-6325,21,1
4096,22-697-0930,44,3
4097,22-697-0930,44,3
4098,22-697-0930,44,3
4099,22-697-0930,44,3
4100,22-697-0930,44,3
4101,22-697-0930,44,3
4102,22-697-0930,44,3
4103,22-697-0930,44,3
4104,22-697-0930,44,3
4105,22-697-0930,44,3
4106,22-697-0930,44,3
4107,22-697-0930,44,3
4108,22-697-0930,44,3
4109,22-697-0930,44,3
4110,22-697-0930,44,3
4111,22-697-0930,44,3
4112,22-697-0930,44,3
4113,22-697-0930,44,3
4114,22-697-0930,44,3
4115,22-697-0930,44,3
4116,22-697-0930,44,3
4117,22-867-9098,72,3
4118,22-867-9098,72,3
4119,22-867-9098,72,3
4120,22-867-9098,72,3
4121,22-867-9098,72,3
4122,22-867-9098,72,3
4123,22-867-9098,72,3
4124,22-867-9098,72,3
4125,22-867-9098,72,3
4126,22-867-9098,72,3
4127,22-867-9098,72,3
4128,22-867-9098,72,3
4129,22-867-9098,72,3
4130,22-867-9098,72,3
4131,22-867-9098,72,3
4132,22-867-9098,72,3
4133,22-867-9098,72,3
4134,22-867-9098,72,3
4135,22-867-9098,72,3
4136,22-867-9098,72,3
4137,22-867-9098,72,3
4138,22-872-7952,21,1
4139,22-872-7952,21,1
4140,22-872-7952,21,1
4141,22-872-7952,21,1
4142,22-872-7952,21,1
4143,22-872-7952,21,1
4144,22-872-7952,21,1
4145,22-872-7952,21,1
4146,22-872-7952,21,1
4147,22-872-7952,21,1
4148,22-872-7952,21,1
4149,22-872-7952,21,1
4150,22-872-7952,21,1
4151,22-872-7952,21,1
4152,22-872-7952,21,1
4153,22-872-7952,21,1
4154,22-872-7952,21,1
4155,22-872-7952,21,1
4156,22-872-7952,21,1
4157,22-872-7952,21,1
4158,22-872-7952,21,1
4159,22-904-5860,54,3
4160,22-904-5860,54,3
4161,22-904-5860,54,3
4162,22-904-5860,54,3
4163,22-904-5860,54,3
4164,22-904-5860,54,3
4165,22-904-5860,54,3
4166,22-904-5860,54,3
4167,22-904-5860,54,3
4168,22-904-5860,54,3
4169,22-904-5860,54,3
4170,22-904-5860,54,3
4171,22-904-5860,54,3
4172,22-904-5860,54,3
4173,22-904-5860,54,3
4174,22-904-5860,54,3
4175,22-904-5860,54,3
4176,22-904-5860,54,3
4177,22-904-5860,54,3
4178,22-904-5860,54,3
4179,22-904-5860,54,3
4180,22-906-5872,61,3
4181,22-906-5872,61,3
4182,22-906-5872,61,3
4183,22-906-5872,61,3
4184,22-906-5872,61,3
4185,22-906-5872,61,3
4186,22-906-5872,61,3
4187,22-906-5872,61,3
4188,22-906-5872,61,3
4189,22-906-5872,61,3
4190,22-906-5872,61,3
4191,22-906-5872,61,3
4192,22-906-5872,61,3
4193,22-906-5872,61,3
4194,22-906-5872,61,3
4195,22-906-5872,61,3
4196,22-906-5872,61,3
4197,22-906-5872,61,3
4198,22-906-5872,61,3
4199,22-906-5872,61,3
4200,22-906-5872,61,3
4201,23-082-1065,56,3
4202,23-082-1065,56,3
4203,23-082-1065,56,3
4204,23-082-1065,56,3
4205,23-082-1065,56,3
4206,23-082-1065,56,3
4207,23-082-1065,56,3
4208,23-082-1065,56,3
4209,23-082-1065,56,3
4210,23-082-1065,56,3
4211,23-082-1065,56,3
4212,23-082-1065,56,3
4213,23-082-1065,56,3
4214,23-082-1065,56,3
4215,23-082-1065,56,3
4216,23-082-1065,56,3
4217,23-082-1065,56,3
