Order ID,Order Date,Customer ID
66-665-1879,2019-09-19,34-099-5874
22-001-6016,2019-08-27,41-356-7756
58-149-3499,2021-08-14,15-038-3835
19-329-8137,2021-03-25,59-386-1239
87-443-7001,2021-12-28,28-875-7993
53-322-3671,2021-01-13,13-040-2063
70-365-1885,2020-08-15,46-402-7692
91-490-5244,2022-08-11,64-665-8707
80-616-9335,2019-09-21,34-728-6780
84-007-9095,2020-10-14,14-396-6788
70-276-7176,2022-10-02,58-991-4580
44-439-4440,2022-08-04,02-681-4911
32-023-4917,2021-09-26,75-669-7534
93-829-0535,2022-05-27,28-783-9841
22-867-9098,2021-09-17,49-464-9139
33-395-8454,2020-05-21,86-404-0358
23-636-0824,2021-05-16,48-766-8760
62-201-9287,2019-06-26,05-480-9942
86-227-8811,2022-11-26,95-306-3083
25-432-8239,2021-02-21,61-676-0339
92-487-3562,2020-03-03,09-974-0828
59-738-2614,2019-07-26,47-010-9846
46-627-8981,2020-08-22,63-400-1629
92-859-5564,2021-01-16,78-969-3391
95-581-6863,2021-11-21,71-011-7586
87-766-3663,2020-10-27,81-476-1236
28-376-6551,2021-11-28,91-908-8699
65-428-6495,2022-09-20,07-014-5107
24-690-6396,2022-03-29,24-388-6822
46-576-0301,2021-09-21,18-648-5116
83-262-1365,2020-04-28,90-423-2784
86-425-5753,2021-05-27,57-843-3690
93-702-4764,2021-06-17,18-423-4240
51-493-6866,2022-01-24,45-272-9855
95-935-6126,2021-06-08,11-687-7365
53-412-8787,2022-09-27,51-291-3742
35-759-1971,2022-10-25,53-853-8502
21-106-4079,2021-11-02,45-685-2873
80-720-7802,2022-04-03,52-993-1145
37-398-9630,2022-01-31,36-740-6346
15-192-4862,2021-10-01,91-003-5808
86-668-1105,2021-07-17,19-291-5558
05-024-1112,2022-11-27,57-799-5797
85-868-5544,2022-12-05,56-376-6225
49-404-6008,2019-10-17,95-505-4189
42-108-2633,2021-08-15,07-597-7903
23-824-2201,2020-01-14,62-551-8160
90-256-2320,2019-06-14,38-029-8372
99-679-0062,2020-12-26,97-361-6034
54-322-1808,2020-09-08,78-757-0953
43-850-7830,2022-03-14,14-188-9770
66-721-3658,2020-04-07,37-428-9401
82-445-5186,2021-09-23,73-471-6783
79-627-2533,2021-03-02,03-040-0318
43-634-6121,2022-09-22,11-586-9495
67-723-0322,2022-03-13,69-530-7688
63-346-9064,2022-01-14,79-339-7626
50-747-1156,2021-03-16,39-702-3793
29-600-4791,2020-08-31,88-988-5357
54-800-8042,2020-05-05,92-702-5870
10-150-2658,2020-06-06,18-907-7870
86-819-6178,2022-10-30,06-321-2499
99-862-6759,2021-12-26,36-850-2399
87-618-1229,2021-04-09,31-320-9549
10-638-5334,2022-10-10,47-474-8927
90-359-2449,2022-08-21,83-549-0652
23-153-9991,2020-12-19,44-311-9619
39-130-1094,2021-02-07,40-236-9118
29-260-4008,2021-04-01,66-514-5198
23-364-4571,2019-11-11,14-693-9001
22-906-5872,2022-04-19,71-801-5063
26-326-8254,2020-01-13,48-306-2176
51-290-4538,2022-05-19,86-277-5508
40-476-8892,2021-01-22,57-157-8353
86-606-8047,2021-05-27,30-847-7835
07-143-9471,2022-03-27,21-383-0942
05-822-0829,2021-04-09,67-467-1171
64-941-6067,2019-09-11,18-179-2197
44-969-2805,2019-09-02,76-335-3399
41-201-7265,2020-12-23,45-044-4374
04-238-9179,2021-01-13,13-951-6935
38-295-3172,2020-12-24,72-152-2430
66-679-8766,2021-07-03,61-623-7377
75-556-0225,2020-02-15,09-203-2909
95-025-5981,2020-03-08,91-336-4124
07-312-6026,2020-02-21,42-547-8958
46-072-3557,2021-05-22,03-547-5984
74-006-2266,2022-03-10,27-104-9440
93-829-3135,2022-03-04,53-236-6596
33-671-4773,2019-07-08,95-631-7257
38-694-5330,2022-10-29,17-578-7660
55-592-1782,2021-09-08,80-268-7959
92-880-1942,2021-06-05,70-610-7059
36-019-1520,2020-08-12,91-839-0337
49-961-9885,2022-05-13,98-336-1192
90-877-0957,2023-01-04,13-919-9687
09-185-3204,2021-12-14,07-667-2054
37-656-4777,2021-09-12,85-451-7757
65-432-1983,2021-07-19,09-340-5529
26-973-3455,2020-01-06,28-994-2175
99-346-2194,2022-01-27,21-516-0006
67-813-5657,2020-02-07,90-138-4450
01-879-8004,2021-07-28,27-611-0020
32-792-5231,2021-08-21,23-205-4715
95-846-1036,2020-10-25,90-947-8460
43-720-3267,2020-07-17,37-076-7913
60-009-2815,2021-09-28,46-123-3292
64-718-6202,2019-08-15,30-426-0861
40-690-8134,2021-02-08,17-425-9366
59-784-8988,2022-06-03,54-763-6870
30-032-8406,2020-07-23,21-910-6325
76-194-5836,2020-01-02,87-825-2791
87-820-2746,2021-06-27,10-534-1630
89-535-2329,2021-02-12,12-760-8688
10-141-0121,2022-01-06,20-910-8042
45-486-4534,2021-05-15,49-905-8008
34-230-0439,2021-09-12,21-823-5019
24-102-1793,2021-04-12,70-815-9836
00-822-8333,2021-04-12,40-189-3632
31-669-5161,2021-05-02,42-611-3228
37-691-9097,2020-11-29,62-189-0455
72-306-1723,2020-07-01,67-746-6460
53-622-3155,2021-05-03,44-431-8932
03-568-8174,2020-11-21,82-729-5605
05-318-1801,2019-10-05,77-869-4945
26-802-1005,2020-09-01,53-704-6388
51-287-9364,2021-11-22,14-346-3203
15-272-2116,2022-09-08,14-832-8262
97-039-9333,2022-11-17,12-510-9183
09-481-5023,2019-10-23,44-900-5794
76-437-5698,2020-01-05,42-905-5328
25-252-0068,2022-01-05,20-850-2376
77-635-7433,2020-01-29,75-271-9762
78-204-9950,2020-12-21,68-882-8050
77-367-2436,2021-08-03,42-607-3260
45-043-4851,2022-01-14,60-346-2768
51-470-5294,2021-06-08,76-163-3165
30-205-9759,2020-06-19,19-601-3865
87-503-4703,2020-06-25,47-264-6899
41-269-9772,2021-06-09,56-511-3188
89-007-9559,2020-04-10,21-798-9412
54-080-0702,2020-11-20,82-520-3770
65-485-7254,2020-08-15,95-331-1993
64-051-9774,2020-05-14,53-257-4115
31-255-9487,2022-12-06,42-410-0705
97-623-6572,2022-01-22,38-609-7229
79-946-2742,2022-01-30,03-331-1028
34-257-0115,2020-03-21,29-836-4385
11-486-8739,2022-07-03,41-226-8734
21-385-2808,2022-01-06,16-815-6643
30-790-3083,2020-09-11,77-281-8756
40-599-5065,2022-05-27,30-825-3298
42-438-0394,2022-02-01,96-799-4054
71-828-3556,2019-06-26,68-814-7130
51-420-8292,2021-01-24,32-736-6261
00-965-9450,2022-02-15,63-784-1408
83-336-8250,2021-10-18,40-260-1346
34-331-6365,2020-12-13,35-306-1244
11-997-6382,2022-09-05,48-853-9332
61-720-5633,2019-07-24,56-125-9083
01-062-3384,2021-10-11,72-073-0415
61-729-8958,2020-01-04,50-376-1116
75-786-1124,2020-01-24,20-180-7160
56-644-2509,2020-12-26,47-775-2879
57-393-6200,2020-01-17,58-519-0920
76-334-1448,2019-12-07,53-665-5572
56-775-4607,2020-05-07,99-823-8050
29-947-3866,2021-09-05,46-151-7455
32-317-3692,2022-09-14,57-249-9311
26-461-5577,2021-07-06,41-836-7896
30-715-2573,2020-10-06,77-952-2629
36-290-7816,2019-10-26,04-242-3472
50-370-8158,2022-07-30,97-519-5326
92-776-2834,2021-07-08,74-748-7404
61-501-5110,2020-04-07,03-350-0766
29-952-5748,2019-06-27,59-273-7178
86-400-9239,2019-07-06,75-358-8408
79-850-0887,2021-03-17,53-501-6288
31-302-3952,2020-11-24,06-093-4453
10-030-5503,2021-02-03,09-685-7250
24-041-3369,2021-02-03,48-621-4122
59-617-9817,2021-06-02,37-038-2215
30-117-6174,2022-09-15,60-917-4254
17-586-7905,2021-07-03,62-845-0351
47-760-3761,2020-05-04,83-415-1839
68-391-0908,2022-08-14,79-877-0995
54-501-1389,2020-03-27,35-922-4096
99-900-7458,2021-01-26,07-117-6288
55-250-4051,2021-03-07,29-212-8537
10-462-2908,2022-06-29,98-667-2397
81-491-8325,2021-10-14,42-820-6751
97-554-4987,2021-06-25,14-111-5943
89-013-4600,2020-05-04,60-136-0339
88-109-8460,2020-02-11,48-656-3310
19-281-5590,2020-07-04,07-805-8279
61-721-9793,2022-06-20,21-055-2991
77-083-7289,2021-05-07,38-183-2380
95-551-4400,2021-10-10,31-360-2315
29-577-3059,2022-05-18,58-897-9539
43-663-3135,2020-06-23,45-104-2327
45-381-3607,2021-06-03,26-472-0085
02-732-6800,2022-12-07,95-863-7435
50-475-9958,2019-08-20,85-315-2081
92-873-3440,2020-10-16,82-197-4890
41-640-4815,2021-10-02,90-268-2856
45-153-3592,2020-03-03,54-078-7771
80-984-7751,2022-01-23,91-387-2469
31-014-4239,2019-11-07,87-182-2023
71-274-0068,2021-05-03,13-867-0430
40-081-7496,2020-12-03,50-466-7631
54-413-3195,2022-06-14,41-164-0757
64-427-6469,2021-03-02,01-646-4719
89-266-9786,2021-11-21,24-476-4314
32-732-9550,2022-02-21,96-936-2893
47-940-7720,2020-02-05,43-976-6171
84-923-5585,2022-03-03,04-213-6891
11-776-8532,2020-11-20,03-754-8064
40-708-8263,2021-05-27,80-279-3555
19-798-0585,2021-09-18,34-747-6973
85-956-0185,2022-09-14,80-992-8483
49-275-9191,2022-01-25,27-053-6056
62-507-3661,2021-10-18,28-076-4615
50-030-7130,2020-06-15,05-685-7660
19-530-8425,2021-10-30,96-672-3509
50-696-6686,2020-11-04,62-549-2752
65-919-0733,2019-06-26,40-270-8030
71-925-2450,2020-06-08,59-072-5051
52-523-5327,2022-12-07,28-108-0435
30-087-5181,2020-03-22,57-785-3314
91-855-3626,2021-11-16,94-096-1282
62-086-4242,2021-04-26,46-049-5828
11-645-0948,2019-07-07,41-128-9654
38-068-6643,2022-10-25,81-094-4880
73-375-8634,2020-05-31,71-750-9970
96-458-9557,2020-05-14,18-073-6715
55-209-0374,2019-12-06,41-371-0653
16-946-9856,2020-07-01,32-572-1979
05-971-9045,2022-10-03,54-536-6254
06-075-0174,2019-09-09,29-219-2253
67-748-7876,2020-03-14,71-721-5004
97-246-5273,2021-06-05,97-710-2761
02-715-2965,2022-10-26,59-575-5435
82-505-2050,2020-07-25,65-481-0473
84-039-6634,2021-07-18,43-167-6563
91-659-9644,2020-11-29,64-548-0720
21-164-7722,2020-07-02,80-680-2541
36-898-0004,2020-02-11,80-692-1577
95-007-7718,2022-06-06,20-619-2889
03-955-4532,2022-09-28,33-530-9357
58-753-8307,2021-07-14,37-845-3065
47-612-6340,2020-03-27,81-488-4385
97-905-7691,2019-12-22,81-070-8211
26-929-8429,2019-08-08,57-713-4376
92-660-8297,2021-02-09,91-235-3553
37-675-7898,2021-04-12,34-942-9341
93-892-9924,2021-01-12,53-865-0514
77-779-8790,2020-06-12,31-432-4517
95-666-2867,2019-11-17,55-350-7166
24-934-3291,2021-01-14,44-464-5517
36-505-9404,2020-11-02,13-549-8164
87-796-6079,2021-07-07,76-184-8198
40-278-4324,2022-06-15,53-208-7209
24-314-4867,2021-11-16,38-865-5715
85-196-6451,2021-06-29,15-968-4354
67-413-6177,2019-08-14,23-557-3971
65-262-1387,2020-12-04,42-475-0558
69-817-7678,2022-07-11,37-704-3505
17-253-1197,2021-10-06,50-685-3169
14-606-3655,2020-12-24,86-294-0566
99-664-1580,2022-04-17,23-082-9045
22-130-4513,2021-07-31,74-130-0054
06-605-4865,2019-09-14,52-201-2191
42-303-1476,2021-12-30,30-902-5761
16-921-7992,2022-02-21,33-940-3140
24-678-5042,2020-07-19,10-483-3261
36-928-2921,2022-01-28,66-300-2343
15-090-5294,2022-12-24,27-735-9532
21-844-2539,2020-06-15,42-165-1972
41-328-2835,2022-09-09,23-834-9533
41-441-3097,2021-01-17,81-334-5691
43-461-0935,2022-06-06,30-022-9413
37-273-5241,2021-05-25,19-848-0069
32-377-0706,2020-05-29,98-591-9409
74-776-4460,2022-07-21,10-047-1960
42-250-4316,2022-09-22,42-897-6329
87-530-1190,2020-02-23,39-999-0021
79-518-4381,2022-06-04,82-124-3942
14-648-5507,2019-07-17,36-331-2831
74-980-5294,2021-12-05,34-309-3114
17-264-8555,2021-03-01,19-101-7328
81-881-8993,2021-11-01,60-136-4870
86-053-9440,2022-12-23,85-127-4717
58-300-9513,2021-07-11,49-948-7915
58-115-0437,2021-01-30,06-831-0706
33-390-5032,2022-03-01,29-914-6794
30-724-0380,2021-02-23,31-856-0244
01-733-5889,2022-05-28,32-395-2589
80-349-3939,2022-12-25,04-935-5157
54-162-7684,2021-12-22,18-892-9010
53-563-4345,2021-03-08,95-339-8822
38-969-7419,2019-09-12,95-862-4662
03-555-7951,2022-08-21,80-277-5556
23-427-8106,2020-10-21,48-999-9247
21-627-1027,2019-12-30,55-441-4945
31-106-2180,2021-01-05,74-776-1637
66-188-6911,2022-07-12,51-529-9908
82-410-4692,2021-10-31,63-986-0563
76-867-4343,2021-06-08,96-628-9343
32-483-3668,2020-04-06,61-684-7316
92-392-7061,2019-06-23,48-951-1953
61-618-8783,2022-05-16,64-856-3763
47-068-1396,2022-09-30,23-233-9582
18-359-3465,2019-08-04,15-212-8866
33-044-7954,2021-11-16,07-575-4456
19-189-3064,2021-12-20,99-435-3448
36-478-2126,2019-11-18,07-158-6611
97-233-2887,2020-09-23,40-581-7231
24-351-9777,2022-09-09,49-436-2903
00-618-9205,2020-09-28,49-449-2339
72-325-3096,2021-01-10,28-494-9464
14-316-4950,2022-04-23,28-255-9636
66-525-3598,2021-07-18,04-007-9403
66-056-8690,2019-09-29,30-134-4141
66-501-9308,2020-10-22,43-303-6151
97-946-2509,2021-05-14,74-339-8181
40-864-0766,2021-04-15,34-231-0656
25-177-6985,2019-08-10,68-194-7215
11-146-3342,2021-07-11,82-442-4503
80-727-2984,2022-10-19,65-959-0100
24-139-0192,2020-06-13,06-870-3808
32-698-1958,2021-11-02,79-834-1150
66-068-8313,2021-10-12,91-484-8549
02-311-4674,2022-06-30,58-358-2956
85-569-0097,2020-12-21,40-946-4285
33-294-7116,2020-11-09,22-719-1060
