sales_id,oderdetail_id,Order ID, Cost,Sales
1935,1935,10-150-2658,235,352.5
1936,1936,10-150-2658,124.62,186.93
1937,1937,10-150-2658,119.8,179.7
1938,1938,10-150-2658,98,147
1939,1939,10-150-2658,83.99,125.985
1940,1940,10-150-2658,225,337.5
1941,1941,10-150-2658,133.17,199.755
1942,1942,10-150-2658,210,315
1943,1943,10-150-2658,44.57,66.855
1944,1944,10-150-2658,220,330
1945,1945,10-150-2658,101.6,152.4
1946,1946,10-150-2658,235,352.5
1947,1947,10-150-2658,124.62,186.93
1948,1948,10-150-2658,119.8,179.7
1949,1949,10-150-2658,98,147
1950,1950,10-150-2658,83.99,125.985
1951,1951,10-150-2658,225,337.5
1952,1952,10-150-2658,133.17,199.755
1953,1953,10-150-2658,210,315
1954,1954,10-370-7784,320,480
1955,1955,10-370-7784,93.13,139.695
1956,1956,10-370-7784,75,112.5
1957,1957,10-370-7784,144.09,216.135
1958,1958,10-370-7784,125,187.5
1959,1959,10-370-7784,168.27,252.405
1960,1960,10-370-7784,69.38,104.07
1961,1961,10-370-7784,190,285
1962,1962,10-370-7784,52.08,78.12
1963,1963,10-370-7784,310,465
1964,1964,10-370-7784,91.84,137.76
1965,1965,10-370-7784,320,480
1966,1966,10-370-7784,93.13,139.695
1967,1967,10-370-7784,75,112.5
1968,1968,10-370-7784,144.09,216.135
1969,1969,10-370-7784,125,187.5
1970,1970,10-370-7784,168.27,252.405
1971,1971,10-370-7784,69.38,104.07
1972,1972,10-370-7784,190,285
1973,1973,10-370-7784,52.08,78.12
1974,1974,10-370-7784,310,465
1975,1975,10-390-3471,320,480
1976,1976,10-390-3471,93.13,139.695
1977,1977,10-390-3471,75,112.5
1978,1978,10-390-3471,144.09,216.135
1979,1979,10-390-3471,125,187.5
1980,1980,10-390-3471,168.27,252.405
1981,1981,10-390-3471,69.38,104.07
1982,1982,10-390-3471,190,285
1983,1983,10-390-3471,52.08,78.12
1984,1984,10-390-3471,310,465
1985,1985,10-390-3471,91.84,137.76
1986,1986,10-390-3471,320,480
1987,1987,10-390-3471,93.13,139.695
1988,1988,10-390-3471,75,112.5
1989,1989,10-390-3471,144.09,216.135
1990,1990,10-390-3471,125,187.5
1991,1991,10-390-3471,168.27,252.405
1992,1992,10-390-3471,69.38,104.07
1993,1993,10-390-3471,190,285
1994,1994,10-390-3471,52.08,78.12
1995,1995,10-390-3471,310,465
1996,1996,10-462-2908,125,187.5
1997,1997,10-462-2908,168.27,252.405
1998,1998,10-462-2908,69.38,104.07
1999,1999,10-462-2908,190,285
2000,2000,10-462-2908,52.08,78.12
2001,2001,10-462-2908,310,465
2002,2002,10-462-2908,91.84,137.76
2003,2003,10-462-2908,320,480
2004,2004,10-462-2908,93.13,139.695
2005,2005,10-462-2908,75,112.5
2006,2006,10-462-2908,144.09,216.135
2007,2007,10-462-2908,125,187.5
2008,2008,10-462-2908,168.27,252.405
2009,2009,10-462-2908,69.38,104.07
2010,2010,10-462-2908,190,285
2011,2011,10-462-2908,52.08,78.12
2012,2012,10-462-2908,310,465
2013,2013,10-462-2908,91.84,137.76
2014,2014,10-462-2908,320,480
2015,2015,10-462-2908,93.13,139.695
2016,2016,10-462-2908,75,112.5
2017,2017,10-621-7662,124.62,186.93
2018,2018,10-621-7662,119.8,179.7
2019,2019,10-621-7662,98,147
2020,2020,10-621-7662,83.99,125.985
2021,2021,10-621-7662,225,337.5
2022,2022,10-621-7662,133.17,199.755
2023,2023,10-621-7662,210,315
2024,2024,10-621-7662,44.57,66.855
2025,2025,10-621-7662,220,330
2026,2026,10-621-7662,101.6,152.4
2027,2027,10-621-7662,235,352.5
2028,2028,10-621-7662,124.62,186.93
2029,2029,10-621-7662,119.8,179.7
2030,2030,10-621-7662,98,147
2031,2031,10-621-7662,83.99,125.985
2032,2032,10-621-7662,225,337.5
2033,2033,10-621-7662,133.17,199.755
2034,2034,10-621-7662,210,315
2035,2035,10-621-7662,44.57,66.855
2036,2036,10-621-7662,220,330
2037,2037,10-621-7662,101.6,152.4
2038,2038,10-638-5334,225,337.5
2039,2039,10-638-5334,133.17,199.755
2040,2040,10-638-5334,210,315
2041,2041,10-638-5334,44.57,66.855
2042,2042,10-638-5334,220,330
2043,2043,10-638-5334,101.6,152.4
2044,2044,10-638-5334,235,352.5
2045,2045,10-638-5334,124.62,186.93
2046,2046,10-638-5334,119.8,179.7
2047,2047,10-638-5334,98,147
2048,2048,10-638-5334,83.99,125.985
2049,2049,10-638-5334,225,337.5
2050,2050,10-638-5334,133.17,199.755
2051,2051,10-638-5334,210,315
2052,2052,10-638-5334,44.57,66.855
2053,2053,10-638-5334,220,330
2054,2054,10-638-5334,101.6,152.4
2055,2055,10-638-5334,235,352.5
2056,2056,10-638-5334,124.62,186.93
2057,2057,10-638-5334,119.8,179.7
2058,2058,10-638-5334,98,147
2059,2059,10-814-8054,144.09,216.135
2060,2060,10-814-8054,125,187.5
2061,2061,10-814-8054,168.27,252.405
2062,2062,10-814-8054,69.38,104.07
2063,2063,10-814-8054,190,285
2064,2064,10-814-8054,52.08,78.12
2065,2065,10-814-8054,310,465
2066,2066,10-814-8054,91.84,137.76
2067,2067,10-814-8054,320,480
2068,2068,10-814-8054,93.13,139.695
2069,2069,10-814-8054,75,112.5
2070,2070,10-814-8054,144.09,216.135
2071,2071,10-814-8054,125,187.5
2072,2072,10-814-8054,168.27,252.405
2073,2073,10-814-8054,69.38,104.07
2074,2074,10-814-8054,190,285
2075,2075,10-814-8054,52.08,78.12
2076,2076,10-814-8054,310,465
2077,2077,10-814-8054,91.84,137.76
2078,2078,10-814-8054,320,480
2079,2079,10-814-8054,93.13,139.695
2080,2080,11-146-3342,310,465
2081,2081,11-146-3342,91.84,137.76
2082,2082,11-146-3342,320,480
2083,2083,11-146-3342,93.13,139.695
2084,2084,11-146-3342,75,112.5
2085,2085,11-146-3342,144.09,216.135
2086,2086,11-146-3342,125,187.5
2087,2087,11-146-3342,168.27,252.405
2088,2088,11-146-3342,69.38,104.07
2089,2089,11-146-3342,190,285
2090,2090,11-146-3342,52.08,78.12
2091,2091,11-146-3342,310,465
2092,2092,11-146-3342,91.84,137.76
2093,2093,11-146-3342,320,480
2094,2094,11-146-3342,93.13,139.695
2095,2095,11-146-3342,75,112.5
2096,2096,11-146-3342,144.09,216.135
2097,2097,11-146-3342,125,187.5
2098,2098,11-146-3342,168.27,252.405
2099,2099,11-146-3342,69.38,104.07
2100,2100,11-146-3342,190,285
2101,2101,11-244-2193,44.57,66.855
2102,2102,11-244-2193,220,330
2103,2103,11-244-2193,101.6,152.4
2104,2104,11-244-2193,235,352.5
2105,2105,11-244-2193,124.62,186.93
2106,2106,11-244-2193,119.8,179.7
2107,2107,11-244-2193,98,147
2108,2108,11-244-2193,83.99,125.985
2109,2109,11-244-2193,225,337.5
2110,2110,11-244-2193,133.17,199.755
2111,2111,11-244-2193,210,315
2112,2112,11-244-2193,44.57,66.855
2113,2113,11-244-2193,220,330
2114,2114,11-244-2193,101.6,152.4
2115,2115,11-244-2193,235,352.5
2116,2116,11-244-2193,124.62,186.93
2117,2117,11-244-2193,119.8,179.7
2118,2118,11-244-2193,98,147
2119,2119,11-244-2193,83.99,125.985
2120,2120,11-244-2193,225,337.5
2121,2121,11-244-2193,133.17,199.755
2122,2122,11-397-2150,310,465
2123,2123,11-397-2150,91.84,137.76
2124,2124,11-397-2150,320,480
2125,2125,11-397-2150,93.13,139.695
2126,2126,11-397-2150,75,112.5
2127,2127,11-397-2150,144.09,216.135
2128,2128,11-397-2150,125,187.5
2129,2129,11-397-2150,168.27,252.405
2130,2130,11-397-2150,69.38,104.07
2131,2131,11-397-2150,190,285
2132,2132,11-397-2150,52.08,78.12
2133,2133,11-397-2150,310,465
2134,2134,11-397-2150,91.84,137.76
2135,2135,11-397-2150,320,480
2136,2136,11-397-2150,93.13,139.695
2137,2137,11-397-2150,75,112.5
2138,2138,11-397-2150,144.09,216.135
2139,2139,11-397-2150,125,187.5
2140,2140,11-397-2150,168.27,252.405
2141,2141,11-397-2150,69.38,104.07
2142,2142,11-397-2150,190,285
2143,2143,11-446-2659,133.17,199.755
2144,2144,11-446-2659,210,315
2145,2145,11-446-2659,44.57,66.855
2146,2146,11-446-2659,220,330
2147,2147,11-446-2659,101.6,152.4
2148,2148,11-446-2659,235,352.5
2149,2149,11-446-2659,124.62,186.93
2150,2150,11-446-2659,119.8,179.7
2151,2151,11-446-2659,98,147
2152,2152,11-446-2659,83.99,125.985
2153,2153,11-446-2659,225,337.5
2154,2154,11-446-2659,133.17,199.755
2155,2155,11-446-2659,210,315
2156,2156,11-446-2659,44.57,66.855
2157,2157,11-446-2659,220,330
2158,2158,11-446-2659,101.6,152.4
2159,2159,11-446-2659,235,352.5
2160,2160,11-446-2659,124.62,186.93
2161,2161,11-446-2659,119.8,179.7
2162,2162,11-446-2659,98,147
2163,2163,11-446-2659,83.99,125.985
2164,2164,11-463-8439,44.57,66.855
2165,2165,11-463-8439,220,330
2166,2166,11-463-8439,101.6,152.4
2167,2167,11-463-8439,235,352.5
2168,2168,11-463-8439,124.62,186.93
2169,2169,11-463-8439,119.8,179.7
2170,2170,11-463-8439,98,147
2171,2171,11-463-8439,83.99,125.985
2172,2172,11-463-8439,225,337.5
2173,2173,11-463-8439,133.17,199.755
2174,2174,11-463-8439,210,315
2175,2175,11-463-8439,44.57,66.855
2176,2176,11-463-8439,220,330
2177,2177,11-463-8439,101.6,152.4
2178,2178,11-463-8439,235,352.5
2179,2179,11-463-8439,124.62,186.93
2180,2180,11-463-8439,119.8,179.7
2181,2181,11-463-8439,98,147
2182,2182,11-463-8439,83.99,125.985
2183,2183,11-463-8439,225,337.5
2184,2184,11-463-8439,133.17,199.755
2185,2185,11-486-8739,220,330
2186,2186,11-486-8739,101.6,152.4
2187,2187,11-486-8739,235,352.5
2188,2188,11-486-8739,124.62,186.93
2189,2189,11-486-8739,119.8,179.7
2190,2190,11-486-8739,98,147
2191,2191,11-486-8739,83.99,125.985
2192,2192,11-486-8739,225,337.5
2193,2193,11-486-8739,133.17,199.755
2194,2194,11-486-8739,210,315
2195,2195,11-486-8739,44.57,66.855
2196,2196,11-486-8739,220,330
2197,2197,11-486-8739,101.6,152.4
2198,2198,11-486-8739,235,352.5
2199,2199,11-486-8739,124.62,186.93
2200,2200,11-486-8739,119.8,179.7
2201,2201,11-486-8739,98,147
2202,2202,11-486-8739,83.99,125.985
2203,2203,11-486-8739,225,337.5
2204,2204,11-486-8739,133.17,199.755
2205,2205,11-486-8739,210,315
2206,2206,11-645-0948,69.38,104.07
2207,2207,11-645-0948,190,285
2208,2208,11-645-0948,52.08,78.12
2209,2209,11-645-0948,310,465
2210,2210,11-645-0948,91.84,137.76
2211,2211,11-645-0948,320,480
2212,2212,11-645-0948,93.13,139.695
2213,2213,11-645-0948,75,112.5
2214,2214,11-645-0948,144.09,216.135
2215,2215,11-645-0948,125,187.5
2216,2216,11-645-0948,168.27,252.405
2217,2217,11-645-0948,69.38,104.07
2218,2218,11-645-0948,190,285
2219,2219,11-645-0948,52.08,78.12
2220,2220,11-645-0948,310,465
2221,2221,11-645-0948,91.84,137.76
2222,2222,11-645-0948,320,480
2223,2223,11-645-0948,93.13,139.695
2224,2224,11-645-0948,75,112.5
2225,2225,11-645-0948,144.09,216.135
2226,2226,11-645-0948,125,187.5
2227,2227,11-648-9765,125,187.5
2228,2228,11-648-9765,168.27,252.405
2229,2229,11-648-9765,69.38,104.07
2230,2230,11-648-9765,190,285
2231,2231,11-648-9765,52.08,78.12
2232,2232,11-648-9765,310,465
2233,2233,11-648-9765,91.84,137.76
2234,2234,11-648-9765,320,480
2235,2235,11-648-9765,93.13,139.695
2236,2236,11-648-9765,75,112.5
2237,2237,11-648-9765,144.09,216.135
2238,2238,11-648-9765,125,187.5
2239,2239,11-648-9765,168.27,252.405
2240,2240,11-648-9765,69.38,104.07
2241,2241,11-648-9765,190,285
2242,2242,11-648-9765,52.08,78.12
2243,2243,11-648-9765,310,465
2244,2244,11-648-9765,91.84,137.76
2245,2245,11-648-9765,320,480
2246,2246,11-648-9765,93.13,139.695
2247,2247,11-648-9765,75,112.5
2248,2248,11-700-3520,52.08,78.12
2249,2249,11-700-3520,310,465
2250,2250,11-700-3520,91.84,137.76
2251,2251,11-700-3520,320,480
2252,2252,11-700-3520,93.13,139.695
2253,2253,11-700-3520,75,112.5
2254,2254,11-700-3520,144.09,216.135
2255,2255,11-700-3520,125,187.5
2256,2256,11-700-3520,168.27,252.405
2257,2257,11-700-3520,69.38,104.07
2258,2258,11-700-3520,190,285
2259,2259,11-700-3520,52.08,78.12
2260,2260,11-700-3520,310,465
2261,2261,11-700-3520,91.84,137.76
2262,2262,11-700-3520,320,480
2263,2263,11-700-3520,93.13,139.695
2264,2264,11-700-3520,75,112.5
2265,2265,11-700-3520,144.09,216.135
2266,2266,11-700-3520,125,187.5
2267,2267,11-700-3520,168.27,252.405
2268,2268,11-700-3520,69.38,104.07
2269,2269,11-741-2205,124.62,186.93
2270,2270,11-741-2205,119.8,179.7
2271,2271,11-741-2205,98,147
2272,2272,11-741-2205,83.99,125.985
2273,2273,11-741-2205,225,337.5
2274,2274,11-741-2205,133.17,199.755
2275,2275,11-741-2205,210,315
2276,2276,11-741-2205,44.57,66.855
2277,2277,11-741-2205,220,330
2278,2278,11-741-2205,101.6,152.4
2279,2279,11-741-2205,235,352.5
2280,2280,11-741-2205,124.62,186.93
2281,2281,11-741-2205,119.8,179.7
2282,2282,11-741-2205,98,147
2283,2283,11-741-2205,83.99,125.985
2284,2284,11-741-2205,225,337.5
2285,2285,11-741-2205,133.17,199.755
2286,2286,11-741-2205,210,315
2287,2287,11-741-2205,44.57,66.855
2288,2288,11-741-2205,220,330
2289,2289,11-741-2205,101.6,152.4
2290,2290,11-769-7584,144.09,216.135
2291,2291,11-769-7584,125,187.5
2292,2292,11-769-7584,168.27,252.405
2293,2293,11-769-7584,69.38,104.07
2294,2294,11-769-7584,190,285
2295,2295,11-769-7584,52.08,78.12
2296,2296,11-769-7584,310,465
2297,2297,11-769-7584,91.84,137.76
2298,2298,11-769-7584,320,480
2299,2299,11-769-7584,93.13,139.695
2300,2300,11-769-7584,75,112.5
2301,2301,11-769-7584,144.09,216.135
2302,2302,11-769-7584,125,187.5
2303,2303,11-769-7584,168.27,252.405
2304,2304,11-769-7584,69.38,104.07
2305,2305,11-769-7584,190,285
2306,2306,11-769-7584,52.08,78.12
2307,2307,11-769-7584,310,465
2308,2308,11-769-7584,91.84,137.76
2309,2309,11-769-7584,320,480
2310,2310,11-769-7584,93.13,139.695
2311,2311,11-776-8532,210,315
2312,2312,11-776-8532,44.57,66.855
2313,2313,11-776-8532,220,330
2314,2314,11-776-8532,101.6,152.4
2315,2315,11-776-8532,235,352.5
2316,2316,11-776-8532,124.62,186.93
2317,2317,11-776-8532,119.8,179.7
2318,2318,11-776-8532,98,147
2319,2319,11-776-8532,83.99,125.985
2320,2320,11-776-8532,225,337.5
2321,2321,11-776-8532,133.17,199.755
2322,2322,11-776-8532,210,315
2323,2323,11-776-8532,44.57,66.855
2324,2324,11-776-8532,220,330
2325,2325,11-776-8532,101.6,152.4
2326,2326,11-776-8532,235,352.5
2327,2327,11-776-8532,124.62,186.93
2328,2328,11-776-8532,119.8,179.7
2329,2329,11-776-8532,98,147
2330,2330,11-776-8532,83.99,125.985
2331,2331,11-776-8532,225,337.5
2332,2332,11-821-0545,125,187.5
2333,2333,11-821-0545,168.27,252.405
2334,2334,11-821-0545,69.38,104.07
2335,2335,11-821-0545,190,285
2336,2336,11-821-0545,52.08,78.12
2337,2337,11-821-0545,310,465
2338,2338,11-821-0545,91.84,137.76
2339,2339,11-821-0545,320,480
2340,2340,11-821-0545,93.13,139.695
2341,2341,11-821-0545,75,112.5
2342,2342,11-821-0545,144.09,216.135
2343,2343,11-821-0545,125,187.5
2344,2344,11-821-0545,168.27,252.405
2345,2345,11-821-0545,69.38,104.07
2346,2346,11-821-0545,190,285
2347,2347,11-821-0545,52.08,78.12
2348,2348,11-821-0545,310,465
2349,2349,11-821-0545,91.84,137.76
2350,2350,11-821-0545,320,480
2351,2351,11-821-0545,93.13,139.695
2352,2352,11-821-0545,75,112.5
2353,2353,11-835-2932,235,352.5
2354,2354,11-835-2932,124.62,186.93
2355,2355,11-835-2932,119.8,179.7
2356,2356,11-835-2932,98,147
2357,2357,11-835-2932,83.99,125.985
2358,2358,11-835-2932,225,337.5
2359,2359,11-835-2932,133.17,199.755
2360,2360,11-835-2932,210,315
2361,2361,11-835-2932,44.57,66.855
2362,2362,11-835-2932,220,330
2363,2363,11-835-2932,101.6,152.4
2364,2364,11-835-2932,235,352.5
2365,2365,11-835-2932,124.62,186.93
2366,2366,11-835-2932,119.8,179.7
2367,2367,11-835-2932,98,147
2368,2368,11-835-2932,83.99,125.985
2369,2369,11-835-2932,225,337.5
2370,2370,11-835-2932,133.17,199.755
2371,2371,11-835-2932,210,315
2372,2372,11-835-2932,44.57,66.855
2373,2373,11-835-2932,220,330
2374,2374,11-858-8042,124.62,186.93
2375,2375,11-858-8042,119.8,179.7
2376,2376,11-858-8042,98,147
2377,2377,11-858-8042,83.99,125.985
2378,2378,11-858-8042,225,337.5
2379,2379,11-858-8042,133.17,199.755
2380,2380,11-858-8042,210,315
2381,2381,11-858-8042,44.57,66.855
2382,2382,11-858-8042,220,330
2383,2383,11-858-8042,101.6,152.4
2384,2384,11-858-8042,235,352.5
2385,2385,11-858-8042,124.62,186.93
2386,2386,11-858-8042,119.8,179.7
2387,2387,11-858-8042,98,147
2388,2388,11-858-8042,83.99,125.985
2389,2389,11-858-8042,225,337.5
2390,2390,11-858-8042,133.17,199.755
2391,2391,11-858-8042,210,315
2392,2392,11-858-8042,44.57,66.855
2393,2393,11-858-8042,220,330
2394,2394,11-858-8042,101.6,152.4
2395,2395,11-997-6382,101.6,152.4
2396,2396,11-997-6382,235,352.5
2397,2397,11-997-6382,124.62,186.93
2398,2398,11-997-6382,119.8,179.7
2399,2399,11-997-6382,98,147
2400,2400,11-997-6382,83.99,125.985
2401,2401,11-997-6382,225,337.5
2402,2402,11-997-6382,133.17,199.755
2403,2403,11-997-6382,210,315
2404,2404,11-997-6382,44.57,66.855
2405,2405,11-997-6382,220,330
2406,2406,11-997-6382,101.6,152.4
2407,2407,11-997-6382,235,352.5
2408,2408,11-997-6382,124.62,186.93
2409,2409,11-997-6382,119.8,179.7
2410,2410,11-997-6382,98,147
2411,2411,11-997-6382,83.99,125.985
2412,2412,11-997-6382,225,337.5
2413,2413,11-997-6382,133.17,199.755
2414,2414,11-997-6382,210,315
2415,2415,11-997-6382,44.57,66.855
2416,2416,12-128-2576,133.17,199.755
2417,2417,12-128-2576,210,315
2418,2418,12-128-2576,44.57,66.855
2419,2419,12-128-2576,220,330
2420,2420,12-128-2576,101.6,152.4
2421,2421,12-128-2576,235,352.5
2422,2422,12-128-2576,124.62,186.93
2423,2423,12-128-2576,119.8,179.7
2424,2424,12-128-2576,98,147
2425,2425,12-128-2576,83.99,125.985
2426,2426,12-128-2576,225,337.5
2427,2427,12-128-2576,133.17,199.755
2428,2428,12-128-2576,210,315
2429,2429,12-128-2576,44.57,66.855
2430,2430,12-128-2576,220,330
2431,2431,12-128-2576,101.6,152.4
2432,2432,12-128-2576,235,352.5
2433,2433,12-128-2576,124.62,186.93
2434,2434,12-128-2576,119.8,179.7
2435,2435,12-128-2576,98,147
2436,2436,12-128-2576,83.99,125.985
2437,2437,12-306-6646,91.84,137.76
2438,2438,12-306-6646,320,480
2439,2439,12-306-6646,93.13,139.695
2440,2440,12-306-6646,75,112.5
2441,2441,12-306-6646,144.09,216.135
2442,2442,12-306-6646,125,187.5
2443,2443,12-306-6646,168.27,252.405
2444,2444,12-306-6646,69.38,104.07
2445,2445,12-306-6646,190,285
2446,2446,12-306-6646,52.08,78.12
2447,2447,12-306-6646,310,465
2448,2448,12-306-6646,91.84,137.76
2449,2449,12-306-6646,320,480
2450,2450,12-306-6646,93.13,139.695
2451,2451,12-306-6646,75,112.5
2452,2452,12-306-6646,144.09,216.135
2453,2453,12-306-6646,125,187.5
2454,2454,12-306-6646,168.27,252.405
2455,2455,12-306-6646,69.38,104.07
2456,2456,12-306-6646,190,285
2457,2457,12-306-6646,52.08,78.12
2458,2458,12-346-4013,190,285
2459,2459,12-346-4013,52.08,78.12
2460,2460,12-346-4013,310,465
2461,2461,12-346-4013,91.84,137.76
2462,2462,12-346-4013,320,480
2463,2463,12-346-4013,93.13,139.695
2464,2464,12-346-4013,75,112.5
2465,2465,12-346-4013,144.09,216.135
2466,2466,12-346-4013,125,187.5
2467,2467,12-346-4013,168.27,252.405
2468,2468,12-346-4013,69.38,104.07
2469,2469,12-346-4013,190,285
2470,2470,12-346-4013,52.08,78.12
2471,2471,12-346-4013,310,465
2472,2472,12-346-4013,91.84,137.76
2473,2473,12-346-4013,320,480
2474,2474,12-346-4013,93.13,139.695
2475,2475,12-346-4013,75,112.5
2476,2476,12-346-4013,144.09,216.135
2477,2477,12-346-4013,125,187.5
2478,2478,12-346-4013,168.27,252.405
2479,2479,12-371-9369,124.62,186.93
2480,2480,12-371-9369,119.8,179.7
2481,2481,12-371-9369,98,147
2482,2482,12-371-9369,83.99,125.985
2483,2483,12-371-9369,225,337.5
2484,2484,12-371-9369,133.17,199.755
2485,2485,12-371-9369,210,315
2486,2486,12-371-9369,44.57,66.855
2487,2487,12-371-9369,220,330
2488,2488,12-371-9369,101.6,152.4
2489,2489,12-371-9369,235,352.5
2490,2490,12-371-9369,124.62,186.93
2491,2491,12-371-9369,119.8,179.7
2492,2492,12-371-9369,98,147
2493,2493,12-371-9369,83.99,125.985
2494,2494,12-371-9369,225,337.5
2495,2495,12-371-9369,133.17,199.755
2496,2496,12-371-9369,210,315
2497,2497,12-371-9369,44.57,66.855
2498,2498,12-371-9369,220,330
2499,2499,12-371-9369,101.6,152.4
2500,2500,12-605-1676,69.38,104.07
2501,2501,12-605-1676,190,285
2502,2502,12-605-1676,52.08,78.12
2503,2503,12-605-1676,310,465
2504,2504,12-605-1676,91.84,137.76
2505,2505,12-605-1676,320,480
2506,2506,12-605-1676,93.13,139.695
2507,2507,12-605-1676,75,112.5
2508,2508,12-605-1676,144.09,216.135
2509,2509,12-605-1676,125,187.5
2510,2510,12-605-1676,168.27,252.405
2511,2511,12-605-1676,69.38,104.07
2512,2512,12-605-1676,190,285
2513,2513,12-605-1676,52.08,78.12
2514,2514,12-605-1676,310,465
2515,2515,12-605-1676,91.84,137.76
2516,2516,12-605-1676,320,480
2517,2517,12-605-1676,93.13,139.695
2518,2518,12-605-1676,75,112.5
2519,2519,12-605-1676,144.09,216.135
2520,2520,12-605-1676,125,187.5
2521,2521,12-648-4718,91.84,137.76
2522,2522,12-648-4718,320,480
2523,2523,12-648-4718,93.13,139.695
2524,2524,12-648-4718,75,112.5
2525,2525,12-648-4718,144.09,216.135
2526,2526,12-648-4718,125,187.5
2527,2527,12-648-4718,168.27,252.405
2528,2528,12-648-4718,69.38,104.07
2529,2529,12-648-4718,190,285
2530,2530,12-648-4718,52.08,78.12
2531,2531,12-648-4718,310,465
2532,2532,12-648-4718,91.84,137.76
2533,2533,12-648-4718,320,480
2534,2534,12-648-4718,93.13,139.695
2535,2535,12-648-4718,75,112.5
2536,2536,12-648-4718,144.09,216.135
2537,2537,12-648-4718,125,187.5
2538,2538,12-648-4718,168.27,252.405
2539,2539,12-648-4718,69.38,104.07
2540,2540,12-648-4718,190,285
2541,2541,12-648-4718,52.08,78.12
2542,2542,12-718-1501,119.8,179.7
2543,2543,12-718-1501,98,147
2544,2544,12-718-1501,83.99,125.985
2545,2545,12-718-1501,225,337.5
2546,2546,12-718-1501,133.17,199.755
2547,2547,12-718-1501,210,315
2548,2548,12-718-1501,44.57,66.855
2549,2549,12-718-1501,220,330
2550,2550,12-718-1501,101.6,152.4
2551,2551,12-718-1501,235,352.5
2552,2552,12-718-1501,124.62,186.93
2553,2553,12-718-1501,119.8,179.7
2554,2554,12-718-1501,98,147
2555,2555,12-718-1501,83.99,125.985
2556,2556,12-718-1501,225,337.5
2557,2557,12-718-1501,133.17,199.755
2558,2558,12-718-1501,210,315
2559,2559,12-718-1501,44.57,66.855
2560,2560,12-718-1501,220,330
2561,2561,12-718-1501,101.6,152.4
2562,2562,12-718-1501,235,352.5
2563,2563,12-837-0577,310,465
2564,2564,12-837-0577,91.84,137.76
2565,2565,12-837-0577,320,480
2566,2566,12-837-0577,93.13,139.695
2567,2567,12-837-0577,75,112.5
2568,2568,12-837-0577,144.09,216.135
2569,2569,12-837-0577,125,187.5
2570,2570,12-837-0577,168.27,252.405
2571,2571,12-837-0577,69.38,104.07
2572,2572,12-837-0577,190,285
2573,2573,12-837-0577,52.08,78.12
2574,2574,12-837-0577,310,465
2575,2575,12-837-0577,91.84,137.76
2576,2576,12-837-0577,320,480
2577,2577,12-837-0577,93.13,139.695
2578,2578,12-837-0577,75,112.5
2579,2579,12-837-0577,144.09,216.135
2580,2580,12-837-0577,125,187.5
2581,2581,12-837-0577,168.27,252.405
2582,2582,12-837-0577,69.38,104.07
2583,2583,12-837-0577,190,285
2584,2584,13-018-1111,98,147
2585,2585,13-018-1111,83.99,125.985
2586,2586,13-018-1111,225,337.5
2587,2587,13-018-1111,133.17,199.755
2588,2588,13-018-1111,210,315
2589,2589,13-018-1111,44.57,66.855
2590,2590,13-018-1111,220,330
2591,2591,13-018-1111,101.6,152.4
2592,2592,13-018-1111,235,352.5
2593,2593,13-018-1111,124.62,186.93
2594,2594,13-018-1111,119.8,179.7
2595,2595,13-018-1111,98,147
2596,2596,13-018-1111,83.99,125.985
2597,2597,13-018-1111,225,337.5
2598,2598,13-018-1111,133.17,199.755
2599,2599,13-018-1111,210,315
2600,2600,13-018-1111,44.57,66.855
2601,2601,13-018-1111,220,330
2602,2602,13-018-1111,101.6,152.4
2603,2603,13-018-1111,235,352.5
2604,2604,13-018-1111,124.62,186.93
2605,2605,13-189-4080,75,112.5
2606,2606,13-189-4080,144.09,216.135
2607,2607,13-189-4080,125,187.5
2608,2608,13-189-4080,168.27,252.405
2609,2609,13-189-4080,69.38,104.07
2610,2610,13-189-4080,190,285
2611,2611,13-189-4080,52.08,78.12
2612,2612,13-189-4080,310,465
2613,2613,13-189-4080,91.84,137.76
2614,2614,13-189-4080,320,480
2615,2615,13-189-4080,93.13,139.695
2616,2616,13-189-4080,75,112.5
2617,2617,13-189-4080,144.09,216.135
2618,2618,13-189-4080,125,187.5
2619,2619,13-189-4080,168.27,252.405
2620,2620,13-189-4080,69.38,104.07
2621,2621,13-189-4080,190,285
2622,2622,13-189-4080,52.08,78.12
2623,2623,13-189-4080,310,465
2624,2624,13-189-4080,91.84,137.76
2625,2625,13-189-4080,320,480
2626,2626,13-235-5773,98,147
2627,2627,13-235-5773,83.99,125.985
2628,2628,13-235-5773,225,337.5
2629,2629,13-235-5773,133.17,199.755
2630,2630,13-235-5773,210,315
2631,2631,13-235-5773,44.57,66.855
2632,2632,13-235-5773,220,330
2633,2633,13-235-5773,101.6,152.4
2634,2634,13-235-5773,235,352.5
2635,2635,13-235-5773,124.62,186.93
2636,2636,13-235-5773,119.8,179.7
2637,2637,13-235-5773,98,147
2638,2638,13-235-5773,83.99,125.985
2639,2639,13-235-5773,225,337.5
2640,2640,13-235-5773,133.17,199.755
2641,2641,13-235-5773,210,315
2642,2642,13-235-5773,44.57,66.855
2643,2643,13-235-5773,220,330
2644,2644,13-235-5773,101.6,152.4
2645,2645,13-235-5773,235,352.5
2646,2646,13-235-5773,124.62,186.93
2647,2647,13-435-8115,168.27,252.405
2648,2648,13-435-8115,69.38,104.07
2649,2649,13-435-8115,190,285
